Guests,Price avg,Ranking position avg,Number of views,Price difference,Hotel name,Location,Distance,Type,Quality,Rating,Special,Review,Description,Bedrooms,Living Rooms,Bathrooms,Kitchens,Surface Area (m2),Total Beds,Individual Beds,Double Beds,Double Large Beds,Double Extralarge Beds,Sofa Beds,Bunk Beds
0.0,0.018340125972582437,0.743073047858942,0.009111617312072893,0.1177134261000376,6 Calle Profesor Albareda,"Genil, Granada",0.0199055330634278,apartamento,0.6000000000000001,0.86,,0.09523809523809525,Apartamento,0.09090909090909091,0.0,0.125,0.25,0.0625,0.10526315789473684,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.07391626528343831,0.8236775818639798,0.004555808656036447,0.16735614892816847,A piece of heaven over the Alhambra 2BR,"Albaicín, Granada",0.01147098515519568,apartamento,0.6000000000000001,0.75,,0.004052684903748734,Apartamento,0.18181818181818182,0.0,0.125,0.25,0.08125,0.10526315789473684,0.0,0.18181818181818182,0.0,0.0,0.0,0.0
1.0,0.06872915894775844,0.6372795969773299,0.18678815489749429,0.14516735614892814,AB Pension Granada,"Barrio de Ronda, Granada",0.014844804318488529,hotel,0.2,0.7200000000000001,preferente,0.9523809523809524,Habitación Doble con baño compartido,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.09090909090909091,0.0,0.0,0.0,0.0
0.3333333333333333,0.04038532789922193,0.5465994962216625,0.002277904328018223,0.1438510718315156,ACOGEDOR APARTAMENTO JUNTO PALACIO CONGRESOS,"Zaidín, Granada",0.021592442645074223,apartamento,0.6000000000000001,0.9800000000000001,,0.005065856129685917,Apartamento de 2 dormitorios,0.18181818181818182,0.0,0.0,0.0,0.0,0.15789473684210525,0.1111111111111111,0.09090909090909091,0.0,0.0,0.0,0.0
0.6666666666666667,0.08299370137087811,0.3375314861460957,0.027334851936218676,0.14591951861602104,ADANAR-Apartamentos Muralla Zirí,"Albaicín, Granada",0.005566801619433198,apartamento,0.6000000000000001,0.86,plus,0.7183383991894631,1×,0.09090909090909091,1.0,0.125,0.0,0.0275,0.05263157894736842,0.0,0.09090909090909091,0.0,0.0,0.0,0.0
0.6666666666666667,0.05261207854761022,0.39546599496221657,0.0592255125284738,0.15983452425723954,ADANAR-Apartamentos Muralla Zirí,"Albaicín, Granada",0.005566801619433198,apartamento,0.6000000000000001,0.86,plus,0.7183383991894631,Apartamento Estudio,0.09090909090909091,1.0,0.125,0.0,0.03375,0.10526315789473684,0.0,0.09090909090909091,0.0,0.0,0.16666666666666666,0.0
0.6666666666666667,0.05316783994071878,0.29219143576826195,0.07972665148063782,0.1538172245204964,ADANAR-Apartamentos Muralla Zirí,"Albaicín, Granada",0.005566801619433198,apartamento,0.6000000000000001,0.86,plus,0.7183383991894631,1×,0.09090909090909091,1.0,0.125,0.0,0.035,0.10526315789473684,0.0,0.09090909090909091,0.0,0.0,0.16666666666666666,0.0
1.0,0.10948499444238607,0.4685138539042821,0.2824601366742597,0.1472358029334336,ADANAR-Apartamentos Muralla Zirí,"Albaicín, Granada",0.005566801619433198,apartamento,0.6000000000000001,0.86,plus,0.7183383991894631,1×,0.09090909090909091,1.0,0.125,0.0,0.043750000000000004,0.10526315789473684,0.0,0.09090909090909091,0.0,0.0,0.16666666666666666,0.0
1.0,0.08484623934790664,0.3249370277078085,0.27790432801822323,0.14140654381346368,ADANAR-Apartamentos Muralla Zirí,"Albaicín, Granada",0.005566801619433198,apartamento,0.6000000000000001,0.86,plus,0.7183383991894631,1×,0.09090909090909091,1.0,0.125,0.0,0.05625,0.10526315789473684,0.0,0.09090909090909091,0.0,0.0,0.16666666666666666,0.0
1.0,0.15598369766580217,0.5163727959697733,0.01594533029612756,0.1611508085746521,ADANAR-Apartamentos Muralla Zirí,"Albaicín, Granada",0.005566801619433198,apartamento,0.6000000000000001,0.86,plus,0.6970618034447822,1×,0.18181818181818182,1.0,0.25,0.0,0.0625,0.10526315789473684,0.0,0.09090909090909091,0.0,0.3333333333333333,0.0,0.0
1.0,0.09429418303075213,0.36523929471032746,0.316628701594533,0.12617525385483264,ADANAR-Las Columnas,"Centro de Granada, Granada",0.009784075573549258,apartamento,0.6000000000000001,0.8500000000000001,plus,0.7963525835866262,2×,0.18181818181818182,0.0,0.25,0.5,0.0,0.3157894736842105,0.2222222222222222,0.0,0.0,0.0,0.3333333333333333,0.0
0.6666666666666667,0.07224898110411263,0.44836272040302266,0.21184510250569474,0.16622790522752912,ADANAR-Las Columnas,"Centro de Granada, Granada",0.009784075573549258,apartamento,0.6000000000000001,0.8500000000000001,plus,0.7953394123606891,1×,0.09090909090909091,1.0,0.125,0.25,0.0275,0.05263157894736842,0.0,0.09090909090909091,0.0,0.0,0.0,0.0
1.0,0.061874768432752865,0.24937027707808565,0.2733485193621868,0.15080857465212485,ADANAR-Las Columnas,"Centro de Granada, Granada",0.009784075573549258,apartamento,0.6000000000000001,0.8500000000000001,plus,0.7963525835866262,Apartamento,0.09090909090909091,1.0,0.125,0.25,0.05,0.15789473684210525,0.1111111111111111,0.0,0.0,0.0,0.16666666666666666,0.0
1.0,0.06835865135235272,0.2040302267002519,0.41913439635535304,0.1570139150056412,AFAN Granada y PARKING incluido,"Barrio de Ronda, Granada",0.01147098515519568,apartamento,0.8,0.9199999999999999,preferente,0.10536980749746708,Apartamento,0.2727272727272727,1.0,0.25,0.25,0.14375000000000002,0.2631578947368421,0.1111111111111111,0.0,0.5,0.0,0.16666666666666666,0.0
0.0,0.06854390515005557,0.579345088161209,0.00683371298405467,0.15908236179014665,ALBAICIN GLORIA DREAMS. A LOS PIES DE LA ALHAMBRA,"Albaicín, Granada",0.009784075573549258,apartamento,0.8,0.9500000000000001,,0.09017223910840932,Apartamento de 1 dormitorio,0.09090909090909091,1.0,0.125,0.25,0.0625,0.10526315789473684,0.0,0.09090909090909091,0.0,0.0,0.16666666666666666,0.0
1.0,0.11281956280103742,0.37783375314861456,0.2824601366742597,0.165287702143663,ALHAMBRA.MESONES 4,"Centro de Granada, Granada",0.004723346828609987,apartamento,0.8,0.9199999999999999,preferente,0.6433637284701115,1×,0.2727272727272727,1.0,0.125,0.25,0.043750000000000004,0.05263157894736842,0.0,0.09090909090909091,0.0,0.0,0.0,0.0
0.6666666666666667,0.08818080770655798,0.18387909319899245,0.25284738041002275,0.1739375705152313,ALHAMBRA.MESONES 4,"Centro de Granada, Granada",0.004723346828609987,apartamento,0.8,0.9199999999999999,preferente,0.6433637284701115,Apartamento con balcón,0.2727272727272727,1.0,0.25,0.25,0.13125,0.2631578947368421,0.1111111111111111,0.18181818181818182,0.0,0.0,0.16666666666666666,0.0
1.0,0.09892552797332346,0.1561712846347607,0.1070615034168565,0.17544189544941705,ALHAMBRA.MESONES 4,"Centro de Granada, Granada",0.004723346828609987,apartamento,0.8,0.9199999999999999,preferente,0.646403242147923,Apartamento Superior,0.2727272727272727,1.0,0.25,0.25,0.14375000000000002,0.2631578947368421,0.1111111111111111,0.18181818181818182,0.0,0.0,0.16666666666666666,0.0
1.0,0.07354575768803259,0.31989924433249367,0.847380410022779,0.132380594208349,AMC Granada,"Centro de Granada, Granada",0.0030364372469635624,apartamento,0.6000000000000001,0.81,preferente,0.3475177304964539,1×,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.1111111111111111,0.09090909090909091,0.0,0.0,0.0,0.0
0.3333333333333333,0.062430529825861426,0.16624685138539044,0.004555808656036447,0.13520120345994732,APARTAMENTO CENTRO NUEVA DE LA VIRGEN 2+free parking,"Barrio de Ronda, Granada",0.01147098515519568,apartamento,0.6000000000000001,0.8300000000000001,,0.1033434650455927,Apartamento de 1 dormitorio,0.09090909090909091,1.0,0.125,0.25,0.075,0.10526315789473684,0.0,0.09090909090909091,0.0,0.0,0.16666666666666666,0.0
0.3333333333333333,0.07799184883290108,0.49622166246851385,0.002277904328018223,0.135765325310267,APARTAMENTO EN CALLE RECOGIDAS,"Barrio de Ronda, Granada",0.013157894736842105,apartamento,0.6000000000000001,0.8,,0.06180344478216819,Apartamento de 2 dormitorios,0.18181818181818182,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.18181818181818182,0.0,0.0,0.0,0.0
0.6666666666666667,0.04075583549462764,0.16876574307304787,0.23917995444191342,0.14667168108311393,APARTAMENTO GARDEN ART III,"Centro de Granada, Granada",0.007253711201079622,apartamento,0.8,0.9400000000000001,,0.14387031408308004,Apartamento,0.18181818181818182,1.0,0.125,0.25,0.08750000000000001,0.15789473684210525,0.0,0.18181818181818182,0.0,0.0,0.16666666666666666,0.0
0.6666666666666667,0.04890700259355317,0.19899244332493704,0.3462414578587699,0.14836404663407293,APARTAMENTO GARDEN ART IV,"Centro de Granada, Granada",0.007253711201079622,apartamento,0.6000000000000001,0.9500000000000001,,0.10131712259371835,Apartamento,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.18181818181818182,0.0,0.0,0.16666666666666666,0.0
0.6666666666666667,0.05557613931085587,0.41309823677581864,0.42824601366742593,0.13294471605866864,APARTAMENTO GOR,"Chana, Granada",0.05195681511470985,apartamento,0.6000000000000001,0.8800000000000001,,0.034447821681864235,Apartamento de 3 dormitorios,0.2727272727272727,0.0,0.125,0.25,0.1125,0.2631578947368421,0.2222222222222222,0.09090909090909091,0.0,0.0,0.0,0.0
0.6666666666666667,0.03649499814746202,0.27707808564231734,0.0683371298405467,0.13520120345994732,APARTAMENTO GRANADA CENTRO,"Centro de Granada, Granada",0.009784075573549258,apartamento,0.6000000000000001,0.8300000000000001,,0.07396149949341439,Apartamento de 3 dormitorios,0.2727272727272727,0.0,0.0,0.0,0.0,0.2631578947368421,0.16666666666666666,0.0,0.0,0.0,0.0,0.25
0.0,0.02982586143015932,0.8161209068010076,0.05239179954441914,0.1506205340353516,APARTAMENTO GRANADA CENTRO,"Barrio de Ronda, Granada",0.01147098515519568,apartamento,0.6000000000000001,0.8800000000000001,,0.022289766970618036,Apartamento,0.09090909090909091,1.0,0.125,0.25,0.06125,0.10526315789473684,0.0,0.09090909090909091,0.0,0.0,0.16666666666666666,0.0
0.3333333333333333,0.024268247499073733,0.1889168765743073,0.0,0.12692741632192553,APARTAMENTO PERGAR I - 4 PERSONAS DESDE 35e-WIFI,Granada,0.09581646423751686,apartamento,0.6000000000000001,0.8500000000000001,,0.09321175278622088,Apartamento - Planta baja,0.18181818181818182,1.0,0.125,0.25,0.09375,0.15789473684210525,0.1111111111111111,0.0,0.25,0.0,0.0,0.0
0.6666666666666667,0.062430529825861426,0.3249370277078085,0.38496583143507973,0.1365174877773599,APARTAMENTO POETA ZORRILLA,"Genil, Granada",0.018218623481781375,apartamento,0.6000000000000001,0.81,,0.07700101317122594,Apartamento de 3 dormitorios,0.2727272727272727,0.0,0.125,0.25,0.11875000000000001,0.21052631578947367,0.1111111111111111,0.18181818181818182,0.0,0.0,0.0,0.0
1.0,0.10429788810670618,0.7405541561712846,0.30296127562642367,0.12410680707032717,APARTAMENTOS CASERIA DE COMARES,"Zaidín, Granada",0.04352226720647773,apartamento,0.6000000000000001,0.91,,0.24316109422492402,3×,0.09090909090909091,0.0,0.375,0.75,0.0,0.3157894736842105,0.0,0.2727272727272727,0.0,0.0,0.5,0.0
0.0,0.017043349388662466,0.7581863979848866,0.03189066059225513,0.13219255359157578,APARTAMENTOS CASERIA DE COMARES,"Zaidín, Granada",0.04352226720647773,apartamento,0.6000000000000001,0.91,,0.24316109422492402,Apartamento de 1 dormitorio,0.09090909090909091,1.0,0.125,0.25,0.043750000000000004,0.15789473684210525,0.1111111111111111,0.0,0.0,0.0,0.16666666666666666,0.0
1.0,0.06446832160059282,0.836272040302267,0.004555808656036447,0.11545693869875892,APARTAMENTOS CASERIA DE COMARES,"Zaidín, Granada",0.04352226720647773,apartamento,0.6000000000000001,0.91,,0.24316109422492402,1×,0.09090909090909091,1.0,0.125,0.25,0.05,0.10526315789473684,0.0,0.09090909090909091,0.0,0.0,0.16666666666666666,0.0
0.3333333333333333,0.026120785476102262,0.38539042821158687,0.16856492027334852,0.14667168108311393,APARTAMENTOS NURIA 19,"Centro de Granada, Granada",0.004723346828609987,apartamento,0.8,0.9199999999999999,,0.06788247213779129,Apartamento de 2 dormitorios,0.18181818181818182,1.0,0.125,0.25,0.06875,0.10526315789473684,0.0,0.09090909090909091,0.25,0.0,0.0,0.0
0.3333333333333333,0.0322341608002964,0.5188916876574307,0.16400911161731208,0.1523128995863106,APN Duplex Elvira,"Albaicín, Granada",0.00641025641025641,apartamento,0.6000000000000001,0.91,,0.033434650455927056,Apartamento de 2 dormitorios,0.18181818181818182,1.0,0.125,0.25,0.08125,0.2631578947368421,0.2222222222222222,0.0,0.0,0.0,0.16666666666666666,0.0
1.0,0.09929603556872915,0.4659949622166247,0.3075170842824601,0.13050018804061675,APN Hatabin,"Centro de Granada, Granada",0.0021929824561403508,apartamento,0.6000000000000001,0.8800000000000001,preferente,0.6474164133738602,2×,0.18181818181818182,0.0,0.25,0.5,0.0,0.3157894736842105,0.2222222222222222,0.0,0.0,0.0,0.3333333333333333,0.0
0.3333333333333333,0.033345683586513526,0.3299748110831234,0.24145785876993164,0.1511846558856713,APN Hatabin,"Centro de Granada, Granada",0.0021929824561403508,apartamento,0.6000000000000001,0.8800000000000001,preferente,0.6474164133738602,Apartamento,0.09090909090909091,1.0,0.125,0.25,0.07,0.15789473684210525,0.1111111111111111,0.0,0.0,0.0,0.16666666666666666,0.0
1.0,0.08058540200074102,0.4735516372795969,0.22779043280182232,0.12166227905227528,APN Rio Darro,"Albaicín, Granada",0.0038798920377867744,apartamento,0.6000000000000001,0.8500000000000001,plus,0.7487335359675785,2×,0.09090909090909091,0.0,0.25,0.5,0.0,0.3157894736842105,0.2222222222222222,0.0,0.0,0.0,0.3333333333333333,0.0
0.6666666666666667,0.0822526861800667,0.5642317380352645,0.05694760820045558,0.16810831139526136,APN Rio Darro,"Albaicín, Granada",0.0038798920377867744,apartamento,0.6000000000000001,0.8500000000000001,plus,0.7487335359675785,1×,0.09090909090909091,1.0,0.125,0.25,0.0375,0.05263157894736842,0.0,0.09090909090909091,0.0,0.0,0.0,0.0
0.3333333333333333,0.028158577250833643,0.15113350125944586,0.25284738041002275,0.14779992478375328,APN Rio Darro,"Albaicín, Granada",0.0038798920377867744,apartamento,0.6000000000000001,0.8500000000000001,plus,0.7487335359675785,Apartamento de 1 dormitorio,0.09090909090909091,1.0,0.125,0.25,0.07,0.15789473684210525,0.1111111111111111,0.0,0.0,0.0,0.16666666666666666,0.0
0.6666666666666667,0.04242311967395331,0.16120906801007556,0.521640091116173,0.13689356901090635,ARABIAL DELUXE II,"Barrio de Ronda, Granada",0.0199055330634278,apartamento,0.6000000000000001,0.8900000000000001,,0.171225937183384,Apartamento,0.18181818181818182,1.0,0.125,0.0,0.08125,0.15789473684210525,0.0,0.18181818181818182,0.0,0.0,0.16666666666666666,0.0
0.6666666666666667,0.053538347536124485,0.42317380352644834,0.28018223234624146,0.12786761940579164,ARABIAL DELUXE III,"Barrio de Ronda, Granada",0.04352226720647773,apartamento,0.6000000000000001,0.9,,0.07193515704154002,Apartamento de 2 dormitorios,0.18181818181818182,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.18181818181818182,0.0,0.0,0.16666666666666666,0.0
0.6666666666666667,0.13523527232308263,0.5994962216624685,0.07744874715261958,0.1626551335088379,AT SAN ISIDRO CENTRO,"Barrio de Ronda, Granada",0.008097165991902834,apartamento,0.6000000000000001,0.9500000000000001,,0.1043566362715299,1×,0.09090909090909091,1.0,0.125,0.25,0.05,0.10526315789473684,0.0,0.09090909090909091,0.0,0.0,0.16666666666666666,0.0
0.3333333333333333,0.08762504631344942,0.5994962216624685,0.0,0.14817600601729972,AT SAN ISIDRO CENTRO,"Barrio de Ronda, Granada",0.008097165991902834,apartamento,0.6000000000000001,0.9500000000000001,,0.10536980749746708,Apartamento de 1 dormitorio,0.09090909090909091,1.0,0.125,0.25,0.075,0.10526315789473684,0.0,0.09090909090909091,0.0,0.0,0.16666666666666666,0.0
1.0,0.08114116339384958,0.6272040302267002,0.17084282460136674,0.16321925535915757,Abadia Suites,"Beiro, Granada",0.018218623481781375,apartamento,0.6000000000000001,0.8400000000000001,preferente,0.2380952380952381,Habitación Doble,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.09090909090909091,0.0,0.0,0.0,0.0
1.0,0.17450907743608746,0.6926952141057934,0.1480637813211845,0.16415945844302368,Abadia Suites,"Beiro, Granada",0.018218623481781375,apartamento,0.6000000000000001,0.8400000000000001,preferente,0.2380952380952381,1×,0.0,0.0,0.125,0.25,0.03125,0.05263157894736842,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
1.0,0.19451648758799556,0.5743073047858942,0.04555808656036447,0.22771718691237305,Abadia Suites,"Beiro, Granada",0.018218623481781375,apartamento,0.6000000000000001,0.8400000000000001,preferente,0.23606889564336375,1×,0.09090909090909091,1.0,0.125,0.25,0.0375,0.05263157894736842,0.0,0.09090909090909091,0.0,0.0,0.0,0.0
1.0,0.10300111152278621,0.5919395465994962,0.5558086560364465,0.14836404663407293,Abadía Hotel,"Centro de Granada, Granada",0.013157894736842105,hotel,0.4,0.8500000000000001,plus,0.513677811550152,1×,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
1.0,0.17135976287513893,0.6020151133501259,0.018223234624145785,0.1765701391500564,Abadía Hotel,"Centro de Granada, Granada",0.013157894736842105,hotel,0.4,0.8500000000000001,plus,0.5075987841945289,1×,0.0,0.0,0.0,0.0,0.035,0.10526315789473684,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
0.0,0.030752130418673584,0.7858942065491183,0.10022779043280182,0.15268898081985707,"Acera del Darro, céntrico","Centro de Granada, Granada",0.01147098515519568,apartamento,0.8,0.9199999999999999,,0.11246200607902736,Apartamento Superior,0.09090909090909091,1.0,0.125,0.25,0.0575,0.10526315789473684,0.0,0.09090909090909091,0.0,0.0,0.16666666666666666,0.0
0.0,0.016302334197851057,0.6120906801007556,0.07061503416856492,0.13520120345994732,Acogedor apartamento en Albaicin,"Albaicín, Granada",0.007253711201079622,apartamento,0.6000000000000001,0.8300000000000001,,0.04559270516717326,Apartamento de 1 dormitorio,0.09090909090909091,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.09090909090909091,0.0,0.0,0.0,0.0
0.3333333333333333,0.03445720637273064,0.4105793450881612,0.0683371298405467,0.14817600601729972,Acogedor apartamento pleno centro de Granada y PARKING,"Centro de Granada, Granada",0.009784075573549258,apartamento,0.8,0.8500000000000001,,0.110435663627153,Apartamento de 2 dormitorios,0.18181818181818182,1.0,0.125,0.25,0.1,0.15789473684210525,0.0,0.09090909090909091,0.0,0.0,0.0,0.25
0.3333333333333333,0.04186735828084476,0.8841309823677581,0.0,0.1299360661902971,Acogedor piso a un paso de Granada Capital.,Granada,0.07219973009446692,apartamento,0.6000000000000001,0.8900000000000001,,0.007092198581560284,Apartamento de 2 dormitorios,0.18181818181818182,1.0,0.125,0.25,0.08125,0.10526315789473684,0.0,0.09090909090909091,0.25,0.0,0.0,0.0
0.6666666666666667,0.04668395702111893,0.2468513853904282,0.3052391799544419,0.1513726965024445,Acogedor y céntrico con parking,"Barrio de Ronda, Granada",0.009784075573549258,apartamento,0.6000000000000001,0.9300000000000002,,0.030395136778115502,Apartamento de 3 dormitorios,0.2727272727272727,1.0,0.25,0.25,0.1125,0.2631578947368421,0.2222222222222222,0.09090909090909091,0.0,0.0,0.0,0.0
0.3333333333333333,0.049648017784364576,0.6272040302267002,0.020501138952164006,0.14855208725084618,"Acogedor y silencioso Dúplex Albaicín, cerca del Mirador de San Nicolás",Granada,0.023279352226720645,apartamento,0.6000000000000001,0.9800000000000001,,0.018237082066869303,Apartamento de 3 dormitorios,0.2727272727272727,0.0,0.125,0.25,0.10375000000000001,0.21052631578947367,0.1111111111111111,0.18181818181818182,0.0,0.0,0.0,0.0
0.3333333333333333,0.04260837347165617,0.7581863979848866,0.002277904328018223,0.13632944716058668,Acogedor Ático en Pleno Centro,"Centro de Granada, Granada",0.008097165991902834,apartamento,0.6000000000000001,0.75,,0.03242147922998987,Apartamento de 2 dormitorios,0.18181818181818182,0.0,0.0,0.0,0.0,0.15789473684210525,0.1111111111111111,0.09090909090909091,0.0,0.0,0.0,0.0
0.0,0.014079288625416821,0.6801007556675063,0.05011389521640091,0.12222640090259494,Acogedora Habitacion en apartamento compartido amplio y céntrico,"Genil, Granada",0.021592442645074223,,0.0,0.87,,0.02735562310030395,Habitación Doble con baño compartido,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.25,0.0,0.0,0.0
0.3333333333333333,0.06669136717302704,0.561712846347607,0.002277904328018223,0.1291839037232042,Acogedora Suite en centro de Granada,"Centro de Granada, Granada",0.008097165991902834,apartamento,0.6000000000000001,0.77,,0.09321175278622088,Suite Doble Estándar,0.18181818181818182,1.0,0.125,0.0,0.1,0.15789473684210525,0.0,0.18181818181818182,0.0,0.0,0.16666666666666666,0.0
0.3333333333333333,0.031122638014079287,0.8211586901763224,0.020501138952164006,0.14930424971793907,Agradable casa con patio junto Mirador de San Nicolás,"Albaicín, Granada",0.013157894736842105,apartamento,0.8,0.9300000000000002,,0.012158054711246202,Casa de 2 dormitorios,0.18181818181818182,0.0,0.125,0.25,0.08125,0.10526315789473684,0.0,0.18181818181818182,0.0,0.0,0.0,0.0
0.0,0.022786217117450908,0.6851385390428211,0.10933940774487472,0.14761188416698004,Agradable piso en el centro histórico,"Centro de Granada, Granada",0.01147098515519568,,0.0,0.8400000000000001,,0.04863221884498481,Apartamento de 1 dormitorio,0.09090909090909091,1.0,0.125,0.0,0.0,0.10526315789473684,0.0,0.09090909090909091,0.0,0.0,0.16666666666666666,0.0
1.0,0.06039273805113005,0.397984886649874,0.16173120728929385,0.13877397517863857,AiA EXCLUSIVE APARTMENTS,"Centro de Granada, Granada",0.008097165991902834,apartamento,0.8,0.91,,0.3191489361702128,1×,0.09090909090909091,1.0,0.125,0.25,0.07125000000000001,0.10526315789473684,0.0,0.0,0.25,0.0,0.16666666666666666,0.0
